UserId,NumAnswers,NumAccepted,AcceptedPercent
14841,95,17,17.8947368421
14860,9511,3999,42.0460519399
14870,58,23,39.6551724138
14873,14,2,14.2857142857
14877,151,72,47.6821192053
14878,15,7,46.6666666667
14894,46,5,10.8695652174
14897,202,46,22.7722772277
14902,151,28,18.5430463576
14904,90,18,20.0
14924,274,56,20.4379562044
14942,39,12,30.7692307692
14944,23,7,30.4347826087
14946,127,47,37.0078740157
14952,78,22,28.2051282051
14955,3176,1321,41.5931989924
14957,190,54,28.4210526316
14966,118,12,10.1694915254
14971,444,147,33.1081081081
14979,105,18,17.1428571429
15000,116,36,31.0344827586
15004,48,19,39.5833333333
15018,52,8,15.3846153846
15031,1163,768,66.0361134996
15046,40,16,40.0
15054,42,0,0.0
15055,814,259,31.8181818182
15061,67,17,25.3731343284
15065,137,31,22.6277372263
15066,51,21,41.1764705882
15068,198,27,13.6363636364
15069,77,17,22.0779220779
15075,107,36,33.6448598131
15099,184,81,44.0217391304
15100,53,14,26.4150943396
15108,72,12,16.6666666667
15109,30,2,6.66666666667
15114,19,4,21.0526315789
15118,65,17,26.1538461538
15124,357,36,10.0840336134
15127,129,41,31.7829457364
15139,29,1,3.44827586207
15154,196,21,10.7142857143
15161,138,20,14.4927536232
15168,11256,4752,42.2174840085
15173,20,3,15.0
15177,2,1,50.0
15187,234,94,40.1709401709
15214,15,2,13.3333333333
15233,49,5,10.2040816327
15245,1412,671,47.5212464589
15255,121,37,30.5785123967
15274,72,15,20.8333333333
15275,740,348,47.027027027
15310,66,14,21.2121212121
15328,29,5,17.2413793103
15329,199,41,20.6030150754
15349,158,39,24.6835443038
15352,21,3,14.2857142857
15354,1373,212,15.4406409323
15355,9,0,0.0
15360,27,6,22.2222222222
15368,16,1,6.25
15369,347,63,18.1556195965
15371,162,55,33.950617284
15393,561,242,43.137254902
15394,224,49,21.875
15401,753,181,24.037184595
15409,240,71,29.5833333333
15410,380,157,41.3157894737
15416,4702,1102,23.4368353892
15441,30,2,6.66666666667
15452,53,8,15.0943396226
15454,99,21,21.2121212121
15456,48,14,29.1666666667
15459,813,122,15.0061500615
15461,52,4,7.69230769231
15464,181,50,27.6243093923
15467,126,23,18.253968254
15472,400,131,32.75
15475,38,16,42.1052631579
15482,3,0,0.0
15485,137,23,16.7883211679
15497,78,11,14.1025641026
15498,4050,2127,52.5185185185
15514,168,18,10.7142857143
15517,173,67,38.7283236994
15527,154,40,25.974025974
15529,75,31,41.3333333333
15534,52,4,7.69230769231
15537,479,148,30.8977035491
15541,2034,509,25.0245821042
15570,139,54,38.8489208633
15572,138,41,29.7101449275
15578,55,10,18.1818181818
15585,71,20,28.1690140845
15592,364,84,23.0769230769
15599,30,7,23.3333333333
15608,42,8,19.0476190476
15609,335,103,30.7462686567
15613,177,45,25.4237288136
15614,443,96,21.6704288939
15616,2,0,0.0
15619,517,144,27.8529980658
15622,512,181,35.3515625
15625,227,38,16.7400881057
15638,62,10,16.1290322581
15639,811,227,27.990135635
15649,57,20,35.0877192982
15661,32,12,37.5
15667,114,24,21.0526315789
15676,2,0,0.0
15677,34,8,23.5294117647
15682,162,38,23.4567901235
15687,73,31,42.4657534247
15689,322,38,11.801242236
15690,68,6,8.82352941176
15691,77,25,32.4675324675
15695,42,10,23.8095238095
15697,437,132,30.2059496568
15703,59,8,13.5593220339
15710,217,44,20.2764976959
15716,35,9,25.7142857143
15721,612,137,22.385620915
15727,402,128,31.8407960199
15732,4,2,50.0
15754,116,55,47.4137931034
15763,13,3,23.0769230769
15769,95,31,32.6315789474
15770,106,17,16.0377358491
15778,56,12,21.4285714286
15785,309,146,47.2491909385
15790,15,8,53.3333333333
15795,12,6,50.0
15809,396,116,29.2929292929
15825,105,19,18.0952380952
15828,4,0,0.0
15842,108,10,9.25925925926
15852,248,29,11.6935483871
15861,821,260,31.6686967113
15862,345,121,35.0724637681
15872,35,13,37.1428571429
15880,1148,277,24.1289198606
15882,48,8,16.6666666667
15884,8,1,12.5
15890,13,2,15.3846153846
15896,38,4,10.5263157895
15901,53,13,24.5283018868
15906,194,51,26.2886597938
15908,42,13,30.9523809524
15928,7,0,0.0
15931,89,27,30.3370786517
15934,528,152,28.7878787879
15947,29,3,10.3448275862
15955,615,236,38.3739837398
15962,188,51,27.1276595745
15982,178,61,34.2696629213
15985,109,10,9.17431192661
15992,18,3,16.6666666667
15996,145,66,45.5172413793
16005,74,17,22.972972973
16007,1454,409,28.1292984869
16012,91,16,17.5824175824
16026,93,24,25.8064516129
16027,52,21,40.3846153846
16030,10,4,40.0
16034,31,4,12.9032258065
16035,270,50,18.5185185185
16039,43,6,13.9534883721
16050,14,4,28.5714285714
16051,22,2,9.09090909091
16076,3978,1467,36.8778280543
16082,121,33,27.2727272727
16084,45,6,13.3333333333
16089,270,137,50.7407407407
16102,918,405,44.1176470588
16111,30,15,50.0
16124,65,9,13.8461538462
16132,79,14,17.7215189873
16135,35,6,17.1428571429
16139,15,0,0.0
16143,194,24,12.3711340206
16148,364,92,25.2747252747
16176,68,21,30.8823529412
16185,45,12,26.6666666667
16193,66,12,18.1818181818
16204,68,12,17.6470588235
16206,199,21,10.5527638191
16219,78,9,11.5384615385
16220,28,11,39.2857142857
16240,239,130,54.3933054393
16241,117,29,24.7863247863
16245,68,12,17.6470588235
16266,25,8,32.0
16271,53,16,30.1886792453
16282,31,4,12.9032258065
16287,821,323,39.3422655298
16299,110,32,29.0909090909
16306,475,126,26.5263157895
16308,183,72,39.3442622951
16322,120,27,22.5
16340,33,6,18.1818181818
16352,32,6,18.75
16361,142,75,52.8169014085
16363,2057,1400,68.060281964
16371,28,1,3.57142857143
16387,46,5,10.8695652174
16391,491,78,15.8859470468
16399,76,7,9.21052631579
16404,102,15,14.7058823529
16406,2087,818,39.1950167705
16414,81,32,39.5061728395
16417,1015,630,62.0689655172
16418,16,4,25.0
16426,45,13,28.8888888889
16430,52,18,34.6153846154
16432,21,2,9.52380952381
16434,163,50,30.6748466258
16440,18,6,33.3333333333
16460,64,14,21.875
16473,209,47,22.4880382775
16476,71,17,23.9436619718
16480,10,3,30.0
16487,226,38,16.814159292
16509,91,18,19.7802197802
16511,815,286,35.0920245399
16513,19,1,5.26315789474
16515,39,9,23.0769230769
16522,81,25,30.8641975309
16524,111,47,42.3423423423
16526,142,34,23.9436619718
16529,214,74,34.5794392523
16534,77,22,28.5714285714
16542,140,23,16.4285714286
16549,346,77,22.2543352601
16562,31,11,35.4838709677
16567,88,25,28.4090909091
16582,550,169,30.7272727273
16584,17,1,5.88235294118
16587,554,193,34.8375451264
16592,65,13,20.0
16605,44,4,9.09090909091
16623,296,81,27.3648648649
16628,17,3,17.6470588235
16631,69,19,27.5362318841
16632,577,228,39.5147313691
16633,6,2,33.3333333333
16634,29,4,13.7931034483
16642,49,5,10.2040816327
16645,135,36,26.6666666667
16668,275,41,14.9090909091
16673,268,81,30.223880597
16679,15,2,13.3333333333
16686,20,2,10.0
16706,104,27,25.9615384615
16711,8,1,12.5
16718,31,9,29.0322580645
16722,32,10,31.25
16724,107,14,13.0841121495
16725,430,198,46.0465116279
16732,11,1,9.09090909091
16744,8,2,25.0
16759,23,5,21.7391304348
16777,108,21,19.4444444444
16779,79,14,17.7215189873
16780,46,11,23.9130434783
16782,196,66,33.6734693878
16784,169,41,24.2603550296
16787,80,26,32.5
16794,13,2,15.3846153846
16800,617,165,26.7423014587
16815,3,2,66.6666666667
16827,171,41,23.9766081871
16828,243,13,5.34979423868
16829,39,13,33.3333333333
16853,685,220,32.1167883212
16855,152,30,19.7368421053
16861,138,61,44.2028985507
16872,12,4,33.3333333333
16873,29,5,17.2413793103
16877,73,19,26.0273972603
16881,193,56,29.0155440414
16883,3039,867,28.5291214215
16892,251,100,39.8406374502
16909,27,7,25.9259259259
16911,81,23,28.3950617284
16929,452,216,47.7876106195
16940,681,35,5.13950073421
16942,89,29,32.5842696629
16954,36,5,13.8888888889
16957,12,5,41.6666666667
16959,611,264,43.2078559738
16964,85,15,17.6470588235
16974,8,2,25.0
16981,11,2,18.1818181818
16989,38,6,15.7894736842
16998,56,19,33.9285714286
17007,17,3,17.6470588235
17008,125,24,19.2
17009,9,2,22.2222222222
17017,413,114,27.602905569
17027,414,144,34.7826086957
17028,1106,395,35.7142857143
17032,92,31,33.6956521739
17034,15949,9579,60.0601918616
17035,26,2,7.69230769231
17041,150,49,32.6666666667
17048,87,61,70.1149425287
17067,96,30,31.25
17076,58,16,27.5862068966
17085,1,0,0.0
17086,19,4,21.0526315789
17089,233,103,44.2060085837
17091,118,15,12.7118644068
17095,59,5,8.47457627119
17109,18,5,27.7777777778
17121,124,30,24.1935483871
17122,92,41,44.5652173913
17123,112,18,16.0714285714
17138,26,4,15.3846153846
17145,94,14,14.8936170213
17160,736,311,42.2554347826
17162,206,52,25.2427184466
17172,472,185,39.1949152542
17174,705,261,37.0212765957
17175,412,191,46.359223301
17176,55,13,23.6363636364
17188,36,12,33.3333333333
17194,9,4,44.4444444444
17205,82,8,9.75609756098
17209,46,11,23.9130434783
17210,70,28,40.0
17211,105,14,13.3333333333
17212,30,11,36.6666666667
17221,114,31,27.1929824561
17224,61,7,11.4754098361
17232,119,34,28.5714285714
17239,20,1,5.0
17252,62,15,24.1935483871
17255,326,149,45.7055214724
17266,56,5,8.92857142857
17273,45,19,42.2222222222
17279,1081,414,38.2978723404
17287,119,52,43.6974789916
17294,17,2,11.7647058824
17300,378,121,32.0105820106
17304,10,0,0.0
17308,79,35,44.3037974684
17312,141,23,16.3120567376
17320,140,61,43.5714285714
17323,395,118,29.8734177215
17324,14,2,14.2857142857
17328,95,33,34.7368421053
17335,262,60,22.9007633588
17337,11,3,27.2727272727
17339,47,7,14.8936170213
17343,577,313,54.2461005199
17360,304,61,20.0657894737
17373,129,37,28.6821705426
17375,25,4,16.0
17378,11,2,18.1818181818
17389,1737,586,33.7363270006
17404,57,12,21.0526315789
17405,52,21,40.3846153846
17410,830,407,49.0361445783
17413,125,31,24.8
17428,80,10,12.5
17436,103,22,21.359223301
17439,74,13,17.5675675676
17440,172,50,29.0697674419
17443,111,26,23.4234234234
17447,951,351,36.9085173502
17453,37,9,24.3243243243
17469,382,136,35.6020942408
17487,169,34,20.1183431953
17498,69,24,34.7826086957
17507,79,21,26.582278481
17516,3236,1522,47.0333745365
17523,88,16,18.1818181818
17533,10,1,10.0
17540,25,5,20.0
17560,54,4,7.40740740741
17583,67,27,40.2985074627
17602,124,37,29.8387096774
17604,136,12,8.82352941176
17614,53,16,30.1886792453
17624,340,188,55.2941176471
17635,213,55,25.8215962441
17637,159,86,54.0880503145
17651,220,72,32.7272727273
17663,39,3,7.69230769231
17674,49,18,36.7346938776
17675,41,8,19.512195122
17693,2,1,50.0
17700,14,4,28.5714285714
17712,120,7,5.83333333333
17713,340,74,21.7647058824
17715,59,15,25.4237288136
17729,42,7,16.6666666667
17743,81,50,61.7283950617
17744,140,44,31.4285714286
17766,27,4,14.8148148148
17772,103,24,23.3009708738
17773,66,27,40.9090909091
17776,354,118,33.3333333333
17785,23,4,17.3913043478
17787,163,44,26.9938650307
17791,55,11,20.0
17801,26,6,23.0769230769
17803,258,101,39.1472868217
17815,138,71,51.4492753623
17826,582,128,21.9931271478
17832,343,43,12.5364431487
17833,781,452,57.8745198464
17834,34,5,14.7058823529
17846,37,19,51.3513513514
17847,113,28,24.7787610619
17862,71,33,46.4788732394
17864,78,32,41.0256410256
17867,320,110,34.375
17871,173,45,26.0115606936
17875,471,215,45.6475583864
17876,57,20,35.0877192982
17877,50,3,6.0
17896,393,112,28.4987277354
17911,92,39,42.3913043478
17916,20,4,20.0
17917,75,12,16.0
17919,205,56,27.3170731707
17944,67,25,37.3134328358
17945,320,59,18.4375
17964,313,85,27.1565495208
17965,92,39,42.3913043478
17966,73,32,43.8356164384
17967,37,3,8.10810810811
17971,229,67,29.2576419214
18017,158,50,31.6455696203
18027,207,53,25.6038647343
18031,1,1,100.0
18038,46,10,21.7391304348
18039,23,5,21.7391304348
18044,330,119,36.0606060606
18049,66,16,24.2424242424
18061,733,149,20.3274215553
18071,233,50,21.4592274678
18077,88,9,10.2272727273
18088,6,0,0.0
18091,138,55,39.8550724638
18092,133,51,38.3458646617
18093,14,1,7.14285714286
18095,5,1,20.0
18097,187,49,26.2032085561
18103,121,11,9.09090909091
18104,17,8,47.0588235294
18107,36,5,13.8888888889
18122,556,332,59.7122302158
18146,33,6,18.1818181818
18149,42,4,9.52380952381
18154,404,93,23.0198019802
18157,2188,833,38.071297989
18158,45,4,8.88888888889
18159,72,8,11.1111111111
18160,65,9,13.8461538462
18167,144,32,22.2222222222
18174,69,8,11.5942028985
18180,880,192,21.8181818182
18184,14,5,35.7142857143
18189,109,25,22.9357798165
18192,557,69,12.3877917415
18196,237,32,13.5021097046
18197,108,35,32.4074074074
18201,29,11,37.9310344828
18208,20,10,50.0
18210,34,6,17.6470588235
18213,34,14,41.1764705882
18214,61,29,47.5409836066
18228,40,14,35.0
18243,834,496,59.4724220623
18255,1999,525,26.2631315658
18256,110,21,19.0909090909
18264,70,15,21.4285714286
18265,139,48,34.5323741007
18275,175,19,10.8571428571
18278,102,49,48.0392156863
18296,54,17,31.4814814815
18300,22,2,9.09090909091
18308,129,15,11.6279069767
18309,38,4,10.5263157895
18310,78,26,33.3333333333
18333,102,14,13.7254901961
18338,33,11,33.3333333333
18356,53,19,35.8490566038
18370,15,5,33.3333333333
18382,32,5,15.625
18393,3013,1270,42.150680385
18396,19,7,36.8421052632
18405,74,21,28.3783783784
18413,48,6,12.5
18419,72,22,30.5555555556
18424,19,5,26.3157894737
18437,89,18,20.2247191011
18446,25,1,4.0
18471,176,39,22.1590909091
18475,194,89,45.8762886598
18482,124,42,33.8709677419
18484,114,25,21.9298245614
18494,41,11,26.8292682927
18500,16,4,25.0
18505,99,20,20.202020202
18511,230,62,26.9565217391
18515,146,56,38.3561643836
18518,101,12,11.8811881188
18528,100,30,30.0
18529,100,31,31.0
18548,52,5,9.61538461538
18565,353,86,24.3626062323
18573,639,159,24.882629108
18575,100,38,38.0
18590,105,30,28.5714285714
18591,241,96,39.8340248963
18601,274,110,40.1459854015
18615,33,10,30.303030303
18619,71,21,29.5774647887
18623,44,8,18.1818181818
18625,49,2,4.08163265306
18626,45,19,42.2222222222
18627,306,138,45.0980392157
18631,23,3,13.0434782609
18636,110,47,42.7272727273
18642,101,24,23.7623762376
18645,58,22,37.9310344828
18651,39,4,10.2564102564
18658,84,8,9.52380952381
18664,70,15,21.4285714286
18665,86,22,25.5813953488
18666,2,0,0.0
18673,16,0,0.0
18687,80,17,21.25
18706,233,60,25.7510729614
18709,46,5,10.8695652174
18715,19,10,52.6315789474
18721,40,8,20.0
18722,9,1,11.1111111111
18745,155,63,40.6451612903
18747,1664,806,48.4375
18749,16,1,6.25
18751,7,3,42.8571428571
18753,22,2,9.09090909091
18768,157,57,36.3057324841
18770,220,35,15.9090909091
18771,4154,2033,48.9407799711
18774,185,61,32.972972973
18782,145,40,27.5862068966
18796,195,71,36.4102564103
18797,573,175,30.5410122164
18802,24,6,25.0
18804,413,84,20.3389830508
18811,183,41,22.4043715847
18814,4,1,25.0
18818,90,32,35.5555555556
18821,180,40,22.2222222222
18826,38,9,23.6842105263
18829,31,8,25.8064516129
18846,60,21,35.0
18852,533,114,21.3883677298
18853,6,1,16.6666666667
18858,58,17,29.3103448276
18866,71,13,18.3098591549
18882,105,17,16.1904761905
18891,19,2,10.5263157895
18893,109,18,16.5137614679
18907,150,20,13.3333333333
18909,2,0,0.0
18914,647,168,25.9659969088
18926,13,1,7.69230769231
18927,14,2,14.2857142857
18931,1,0,0.0
18936,4572,2125,46.4785651794
18938,101,32,31.6831683168
18941,140,49,35.0
18950,37,12,32.4324324324
18961,71,16,22.5352112676
18967,112,38,33.9285714286
18973,52,20,38.4615384615
18981,8,0,0.0
18984,3,1,33.3333333333
18986,27,6,22.2222222222
18995,117,11,9.40170940171
19013,30,3,10.0
19020,128,28,21.875
19032,120,29,24.1666666667
19038,121,15,12.3966942149
19068,16418,6890,41.9661347302
19074,50,5,10.0
19082,35,5,14.2857142857
19090,189,100,52.9100529101
19093,302,176,58.2781456954
19100,200,53,26.5
19104,30,6,20.0
19112,80,16,20.0
19130,23,5,21.7391304348
19131,59,14,23.7288135593
19144,82,46,56.0975609756
19163,72,22,30.5555555556
19165,228,67,29.3859649123
19166,166,70,42.1686746988
19172,51,9,17.6470588235
19174,26,11,42.3076923077
19183,275,72,26.1818181818
19207,8,2,25.0
19212,65,9,13.8461538462
19217,129,40,31.007751938
19224,33,7,21.2121212121
19235,18,5,27.7777777778
19239,17,2,11.7647058824
19241,46,4,8.69565217391
19242,7,2,28.5714285714
19244,68,31,45.5882352941
19246,77,25,32.4675324675
19252,63,17,26.9841269841
19254,113,40,35.3982300885
19255,12,5,41.6666666667
19268,51,17,33.3333333333
19269,12,1,8.33333333333
19273,96,47,48.9583333333
19276,369,72,19.512195122
19299,1391,550,39.539899353
19302,139,33,23.7410071942
19307,255,63,24.7058823529
19311,14,4,28.5714285714
19314,161,34,21.1180124224
19315,71,21,29.5774647887
19331,19,7,36.8421052632
19347,91,23,25.2747252747
19350,16,3,18.75
19370,105,24,22.8571428571
19401,108,37,34.2592592593
19403,1150,326,28.347826087
19404,275,93,33.8181818182
19405,503,179,35.5864811133
19407,112,34,30.3571428571
19410,1382,412,29.8118668596
19411,65,30,46.1538461538
19421,42,13,30.9523809524
19422,42,18,42.8571428571
19435,68,26,38.2352941176
19450,67,30,44.776119403
19463,21,4,19.0476190476
19464,34,5,14.7058823529
19465,87,58,66.6666666667
19468,57,32,56.1403508772
19476,44,16,36.3636363636
19477,92,32,34.7826086957
19479,568,92,16.1971830986
19500,282,96,34.0425531915
19501,201,29,14.4278606965
19512,84,4,4.7619047619
19513,96,27,28.125
19520,107,27,25.2336448598
19521,34,5,14.7058823529
19530,146,39,26.7123287671
19531,25,9,36.0
19540,727,164,22.5584594223
19556,149,67,44.966442953
19563,1972,940,47.6673427992
19594,231,51,22.0779220779
19601,282,122,43.2624113475
19617,114,58,50.8771929825
19619,55,2,3.63636363636
19624,362,130,35.9116022099
19629,292,90,30.8219178082
19630,38,8,21.0526315789
19635,904,343,37.9424778761
19676,785,457,58.2165605096
19679,1605,899,56.0124610592
19687,115,17,14.7826086957
19704,27,8,29.6296296296
19707,299,52,17.3913043478
19712,93,19,20.4301075269
19719,179,92,51.3966480447
19734,101,12,11.8811881188
19746,1023,351,34.3108504399
19750,698,337,48.2808022923
19756,126,23,18.253968254
19762,142,52,36.6197183099
19772,43,22,51.1627906977
19784,136,35,25.7352941176
19797,179,52,29.0502793296
19799,338,25,7.39644970414
19803,111,13,11.7117117117
19818,78,40,51.2820512821
19820,39,8,20.5128205128
19839,99,35,35.3535353535
19851,627,221,35.2472089314
19854,16,2,12.5
19856,322,87,27.0186335404
19863,48,5,10.4166666667
19868,192,38,19.7916666667
19875,37,5,13.5135135135
19888,4,0,0.0
19892,118,46,38.9830508475
19893,131,17,12.9770992366
19911,68,23,33.8235294118
19922,9,1,11.1111111111
19929,32,4,12.5
19937,774,131,16.9250645995
19939,131,21,16.0305343511
19964,28,5,17.8571428571
19966,127,23,18.1102362205
19974,90,18,20.0
19977,14,2,14.2857142857
19990,130,29,22.3076923077
19995,115,37,32.1739130435
20003,199,18,9.04522613065
20007,64,10,15.625
20010,174,51,29.3103448276
20021,4,1,25.0
20023,4,0,0.0
20029,169,48,28.4023668639
20043,110,41,37.2727272727
20045,77,38,49.3506493506
20047,449,138,30.7349665924
20048,142,26,18.3098591549
20055,24,1,4.16666666667
20057,16,6,37.5
20073,64,14,21.875
20074,123,32,26.0162601626
20089,38,5,13.1578947368
20092,61,8,13.1147540984
20122,174,40,22.9885057471
20126,343,78,22.7405247813
20128,905,493,54.4751381215
20131,43,7,16.2790697674
20133,262,76,29.0076335878
20135,145,55,37.9310344828
20138,36,14,38.8888888889
20146,76,18,23.6842105263
20147,74,13,17.5675675676
20161,70,9,12.8571428571
20164,77,16,20.7792207792
20178,200,53,26.5
20198,362,146,40.3314917127
20207,42,8,19.0476190476
20226,40,11,27.5
20227,126,31,24.6031746032
20229,6,0,0.0
20247,109,32,29.3577981651
20257,28,8,28.5714285714
20261,447,123,27.5167785235
20267,165,29,17.5757575758
20270,526,235,44.6768060836
20272,152,48,31.5789473684
20277,70,15,21.4285714286
20302,37,11,29.7297297297
20305,5,0,0.0
20310,165,34,20.6060606061
20315,81,21,25.9259259259
20322,798,302,37.8446115288
20335,149,27,18.1208053691
20336,286,69,24.1258741259
20358,19,2,10.5263157895
20363,312,88,28.2051282051
20364,29,5,17.2413793103
20371,169,55,32.5443786982
20377,40,15,37.5
20382,469,118,25.1599147122
20388,60,24,40.0
20390,15,1,6.66666666667
20392,85,18,21.1764705882
20394,1536,598,38.9322916667
20398,6,2,33.3333333333
20400,110,2,1.81818181818
20402,446,91,20.4035874439
20406,63,19,30.1587301587
20409,12,3,25.0
20417,114,32,28.0701754386
20426,1,1,100.0
20444,80,19,23.75
20446,13,7,53.8461538462
20459,22,7,31.8181818182
20467,42,7,16.6666666667
20471,402,61,15.1741293532
20479,41,2,4.87804878049
20480,47,14,29.7872340426
20481,753,153,20.3187250996
20487,97,31,31.9587628866
20489,47,10,21.2765957447
20498,7,1,14.2857142857
20504,202,73,36.1386138614
20514,35,7,20.0
20520,144,37,25.6944444444
20552,120,65,54.1666666667
20553,262,78,29.7709923664
20555,47,8,17.0212765957
20570,60,9,15.0
20578,877,257,29.3044469783
20580,132,36,27.2727272727
20595,54,4,7.40740740741
20601,51,11,21.568627451
20625,74,16,21.6216216216
20626,31,8,25.8064516129
20634,248,134,54.0322580645
20641,2,0,0.0
20654,1625,331,20.3692307692
20670,4170,2217,53.1654676259
20683,69,19,27.5362318841
20685,103,32,31.067961165
20686,44,11,25.0
20688,139,53,38.1294964029
20703,223,84,37.668161435
20712,146,52,35.6164383562
20713,1475,587,39.7966101695
20734,93,26,27.9569892473
20745,459,233,50.7625272331
20754,168,31,18.4523809524
20760,93,16,17.2043010753
20761,26,10,38.4615384615
20770,606,183,30.198019802
20774,139,13,9.35251798561
20786,132,51,38.6363636364
20788,148,44,29.7297297297
20789,219,56,25.5707762557
20801,64,11,17.1875
20816,371,175,47.1698113208
20819,36,9,25.0
20820,66,9,13.6363636364
20840,168,46,27.380952381
20842,51,22,43.137254902
20846,39,5,12.8205128205
20848,183,32,17.4863387978
20856,231,73,31.6017316017
20860,4617,2323,50.3140567468
20862,12024,4643,38.6144377911
20869,261,85,32.5670498084
20889,45,6,13.3333333333
20893,48,10,20.8333333333
20900,12,3,25.0
20903,39,5,12.8205128205
20938,1493,593,39.718687207
20946,218,38,17.4311926605
20951,1,0,0.0
20957,33,16,48.4848484848
20961,45,15,33.3333333333
20972,704,286,40.625
20977,482,229,47.510373444
20979,24,5,20.8333333333
20980,190,38,20.0
20984,237,111,46.835443038
20986,30,5,16.6666666667
20992,118,45,38.1355932203
21005,274,46,16.7883211679
21027,73,23,31.5068493151
21028,155,43,27.7419354839
21030,77,14,18.1818181818
21037,70,21,30.0
21038,234,52,22.2222222222
21047,101,26,25.7425742574
21052,68,19,27.9411764706
21061,496,154,31.0483870968
21062,1632,771,47.2426470588
21063,82,11,13.4146341463
21095,72,11,15.2777777778
21108,23,11,47.8260869565
21115,55,12,21.8181818182
21116,4,0,0.0
21126,125,27,21.6
21132,10,0,0.0
21133,107,13,12.1495327103
21152,14,0,0.0
21155,99,13,13.1313131313
21182,45,9,20.0
21186,147,56,38.0952380952
21196,361,80,22.1606648199
21204,142,10,7.04225352113
21217,220,63,28.6363636364
21229,105,32,30.4761904762
21234,3262,1697,52.0232985898
21239,1595,906,56.802507837
21240,42,15,35.7142857143
21244,24,6,25.0
21245,137,55,40.1459854015
21258,53,6,11.320754717
21268,7,1,14.2857142857
21277,9,3,33.3333333333
21279,11,6,54.5454545455
21284,25,2,8.0
21290,9,2,22.2222222222
21293,1,0,0.0
21294,124,23,18.5483870968
21299,58,7,12.0689655172
21317,3,0,0.0
21318,31,7,22.5806451613
21322,177,66,37.2881355932
21336,884,215,24.3212669683
21339,164,67,40.8536585366
21348,56,16,28.5714285714
21352,19,3,15.7894736842
21353,117,29,24.7863247863
21362,519,219,42.1965317919
21365,88,21,23.8636363636
21368,87,40,45.9770114943
21371,92,27,29.347826087
21379,14,3,21.4285714286
21384,73,8,10.9589041096
21386,6,0,0.0
21398,256,77,30.078125
21399,153,70,45.7516339869
21406,125,25,20.0
21414,10,3,30.0
21418,128,46,35.9375
21424,74,26,35.1351351351
21426,41,20,48.7804878049
21433,301,97,32.2259136213
21434,97,12,12.3711340206
21441,580,257,44.3103448276
21447,20,5,25.0
21461,440,169,38.4090909091
21473,27,7,25.9259259259
21475,732,353,48.2240437158
21482,16,5,31.25
21499,69,5,7.24637681159
21501,306,190,62.091503268
21537,5,0,0.0
21539,160,46,28.75
21566,52,15,28.8461538462
21567,478,226,47.280334728
21574,590,95,16.1016949153
21579,56,8,14.2857142857
21584,19,1,5.26315789474
21586,32,3,9.375
21590,48,7,14.5833333333
21596,100,20,20.0
21606,45,22,48.8888888889
21613,28,9,32.1428571429
21632,357,115,32.2128851541
21634,143,34,23.7762237762
21640,1232,255,20.6980519481
21644,96,30,31.25
21645,159,29,18.2389937107
21648,8,2,25.0
21668,16,2,12.5
21677,512,218,42.578125
21679,330,51,15.4545454545
21691,18,6,33.3333333333
21692,47,9,19.1489361702
21698,168,62,36.9047619048
21699,290,121,41.724137931
21704,51,8,15.6862745098
21706,122,7,5.73770491803
21709,46,10,21.7391304348
21711,98,10,10.2040816327
21712,17,4,23.5294117647
21714,69,12,17.3913043478
21727,237,51,21.5189873418
21728,31,7,22.5806451613
21733,53,13,24.5283018868
21734,133,45,33.8345864662
21755,659,220,33.3839150228
21764,81,23,28.3950617284
21776,108,40,37.037037037
21778,52,13,25.0
21804,37,6,16.2162162162
21814,92,44,47.8260869565
21838,163,16,9.81595092024
21849,135,30,22.2222222222
21862,86,21,24.4186046512
21886,1569,688,43.8495857234
21896,125,25,20.0
21905,8,2,25.0
21909,66,14,21.2121212121
21925,593,168,28.3305227656
21926,732,397,54.2349726776
21945,1789,788,44.0469536054
21950,81,20,24.6913580247
21960,133,50,37.5939849624
21962,108,37,34.2592592593
21966,196,63,32.1428571429
21973,45,6,13.3333333333
21974,571,219,38.353765324
21980,5,0,0.0
21981,100,19,19.0
21998,52,23,44.2307692308
22003,43,6,13.9534883721
22016,32,7,21.875
22033,396,124,31.3131313131
22035,43,8,18.6046511628
22039,70,16,22.8571428571
22046,21,6,28.5714285714
22076,68,7,10.2941176471
22080,243,79,32.5102880658
22088,110,28,25.4545454545
22092,30,9,30.0
22093,7,1,14.2857142857
22107,63,20,31.746031746
22114,322,56,17.3913043478
22118,349,111,31.8051575931
22131,42,9,21.4285714286
22146,47,12,25.5319148936
22147,685,306,44.6715328467
22162,16,3,18.75
22164,463,98,21.1663066955
22169,50,21,42.0
22176,63,17,26.9841269841
22184,86,16,18.6046511628
22186,137,40,29.197080292
22194,194,53,27.3195876289
22211,271,148,54.6125461255
22224,466,200,42.9184549356
22225,106,18,16.9811320755
22227,40,8,20.0
22231,291,109,37.4570446735
22237,184,42,22.8260869565
22244,16,3,18.75
22247,35,11,31.4285714286
22263,37,9,24.3243243243
22294,75,22,29.3333333333
22303,627,119,18.9792663477
22306,8,1,12.5
22312,64,18,28.125
22325,19,3,15.7894736842
22328,44,13,29.5454545455
22329,49,5,10.2040816327
22360,28,9,32.1428571429
22364,765,377,49.2810457516
22368,43,30,69.7674418605
22369,28,5,17.8571428571
22371,112,27,24.1071428571
22381,58,9,15.5172413793
22392,12,3,25.0
