UserId,c#,java,javascript
68499,13.73,,33.33
68507,19.67,30.93,33.33
68524,14.29,34.78,50.0
68544,0.0,,100.0
68554,0.0,100.0,0.0
68567,50.0,33.33,42.86
68586,10.71,0.0,0.0
68587,47.46,51.97,51.26
68602,38.71,,33.33
68607,26.79,,0.0
68611,26.67,0.0,20.0
68612,0.0,20.14,0.0
68725,18.88,21.43,23.08
68727,55.56,0.0,56.25
68736,,,33.33
68751,,,0.0
68757,0.0,20.83,23.26
68763,19.05,33.33,0.0
68788,0.0,,31.43
68805,0.0,46.15,100.0
68808,12.5,0.0,26.09
68814,0.0,0.0,100.0
68818,36.36,,33.33
68822,36.67,30.0,50.0
68858,17.65,0.0,100.0
68909,,,20.0
68920,0.0,20.0,0.0
68939,66.67,33.33,28.57
68972,49.24,0.0,40.0
68998,0.0,25.0,11.11
69051,0.0,15.52,0.0
69079,,,25.0
69083,34.75,30.77,42.75
69092,20.51,,0.0
69155,27.27,,50.0
69172,,,61.54
69224,13.95,15.15,0.0
69253,42.86,,0.0
69285,15.38,,25.0
69310,,,14.29
69313,19.51,,0.0
69326,0.0,100.0,50.0
69340,,25.42,25.0
69349,,,31.58
69424,0.0,,20.0
69442,,9.52,11.76
69471,14.29,14.89,0.0
69527,35.29,0.0,20.0
69537,8.33,0.0,0.0
69545,0.0,12.5,0.0
69572,0.0,26.19,50.0
69634,0.0,,0.0
69636,51.61,50.0,0.0
69654,,,30.77
69684,7.69,21.74,16.67
69697,0.0,,32.26
69704,,,50.0
69713,,,34.21
69724,,,0.0
69738,50.0,0.0,100.0
69742,19.72,0.0,0.0
69749,,0.0,33.33
69755,0.0,,40.37
69777,0.0,,32.5
69783,0.0,17.65,16.67
69802,42.86,67.27,100.0
69803,0.0,0.0,0.0
69809,38.64,33.33,50.0
69818,,0.0,29.41
69836,,,0.0
69868,30.77,0.0,55.0
69877,,50.0,100.0
69882,,,0.0
69893,0.0,33.33,0.0
69948,75.0,0.0,0.0
69949,,,0.0
69952,,50.0,25.0
69959,,0.0,33.33
69966,,23.08,0.0
69983,20.0,0.0,0.0
69993,,0.0,23.33
70015,8.33,25.0,0.0
70149,36.11,0.0,16.67
70157,,0.0,0.0
70170,0.0,11.11,0.0
70182,21.05,0.0,50.0
70186,15.94,0.0,0.0
70198,0.0,,0.0
70261,42.11,,47.54
70289,0.0,,0.0
70345,24.56,27.27,27.27
70350,,,0.0
70353,26.92,100.0,33.33
70365,0.0,0.0,100.0
70386,38.44,40.74,39.29
70393,38.46,26.83,44.69
70417,17.86,,0.0
70427,33.33,0.0,0.0
70430,,50.0,0.0
70439,22.22,,0.0
70465,25.0,21.05,28.57
70477,23.33,33.33,26.21
70492,0.0,0.0,33.33
70519,0.0,,40.0
70551,20.0,33.33,16.67
70603,,0.0,0.0
70604,44.44,50.5,35.29
70605,50.0,,58.33
70613,19.23,,0.0
70616,25.0,34.33,55.56
70683,27.27,100.0,0.0
70702,0.0,100.0,0.0
70713,62.0,,75.0
70714,29.09,,57.69
70716,35.29,,100.0
70799,22.58,0.0,0.0
70847,14.29,0.0,25.0
70902,,,0.0
70918,9.59,33.33,0.0
71009,50.0,25.0,0.0
71034,0.0,36.54,27.78
71056,51.16,0.0,0.0
71059,40.32,35.29,40.0
71074,22.22,36.36,33.33
71079,40.0,40.0,20.0
71141,35.37,42.55,0.0
71200,38.71,57.14,0.0
71245,,0.0,20.0
71249,21.95,0.0,0.0
71343,,28.0,28.57
71347,28.57,,100.0
71376,50.0,,0.0
71399,0.0,13.88,0.0
71420,0.0,23.08,66.67
71480,,0.0,50.0
71509,,,100.0
71519,22.22,0.0,14.29
71522,0.0,,37.14
71530,25.0,0.0,33.33
71589,,,0.0
71650,0.0,0.0,66.67
71690,20.0,100.0,50.0
71701,,,83.33
71724,,57.14,12.5
71743,,,50.0
71791,28.57,0.0,100.0
71830,,0.0,0.0
71877,,,0.0
71883,22.58,15.38,33.33
71904,11.11,25.0,50.0
71906,33.33,0.0,37.25
71910,12.5,50.0,40.0
71933,,,0.0
72030,,,0.0
72113,,,100.0
72114,,,0.0
72174,36.36,,0.0
72176,50.0,0.0,20.0
72178,,,100.0
72247,0.0,50.0,35.71
72312,21.43,25.0,0.0
72319,,,50.0
72321,,,0.0
72344,0.0,0.0,0.0
72350,29.41,,33.33
72420,0.0,7.69,0.0
72436,,0.0,31.25
72437,0.0,16.0,0.0
72443,5.71,16.67,5.56
72448,,,12.5
72453,18.6,0.0,25.0
72477,,0.0,0.0
72478,0.0,27.37,22.58
72508,33.33,36.36,100.0
72562,14.04,100.0,25.0
72563,34.62,33.33,50.0
72577,,0.0,31.43
72583,0.0,0.0,42.86
72668,,25.0,0.0
72673,0.0,26.73,24.74
72746,28.41,31.82,25.0
72787,,0.0,15.79
72791,0.0,50.0,0.0
72821,0.0,,0.0
72824,,,25.0
72858,8.33,0.0,0.0
72859,41.67,,6.67
72873,20.0,100.0,46.15
72896,0.0,40.0,20.0
72908,0.0,18.18,28.57
72924,33.33,,100.0
72990,50.0,0.0,0.0
72994,,100.0,0.0
72995,26.92,0.0,50.0
73048,0.0,,0.0
73056,,0.0,0.0
73070,43.19,42.91,46.67
73103,,,13.33
73195,0.0,100.0,50.0
73226,58.93,28.57,50.0
73228,18.75,,42.86
73256,0.0,100.0,0.0
73274,0.0,22.81,0.0
73278,,,47.5
73297,14.29,31.58,32.65
73299,0.0,0.0,50.0
73371,0.0,13.04,37.5
73381,34.19,100.0,33.33
73407,34.78,0.0,0.0
73432,0.0,,58.82
73446,35.29,50.0,50.0
73449,,0.0,0.0
73479,,26.32,20.0
73482,18.18,0.0,0.0
73488,20.0,40.0,54.17
73492,,0.0,100.0
73501,100.0,20.0,20.0
73509,57.14,,0.0
73573,0.0,0.0,33.33
73603,100.0,,35.29
73630,0.0,0.0,100.0
73652,0.0,28.69,0.0
73656,17.86,18.18,16.67
73657,,0.0,33.33
73673,,100.0,25.0
73681,50.0,33.33,43.64
73722,15.0,16.67,14.29
73744,44.67,40.0,66.67
73772,0.0,25.71,100.0
73785,53.85,,70.0
73794,17.86,,0.0
73826,18.75,40.0,0.0
73831,0.0,15.0,23.81
73894,,,0.0
73901,,0.0,22.22
73903,60.0,,0.0
73948,47.62,0.0,18.18
73957,,,33.33
73987,27.27,33.33,33.33
74013,0.0,,33.33
74015,25.52,0.0,35.0
74022,42.45,0.0,46.15
74057,100.0,17.78,60.0
74118,,0.0,0.0
74152,66.67,,0.0
74167,,0.0,0.0
74183,27.78,100.0,100.0
74195,24.66,20.0,0.0
74243,26.19,0.0,50.0
74261,24.1,66.67,16.67
74264,50.0,,66.67
74276,20.0,,0.0
74291,35.29,36.36,16.67
74296,23.81,50.0,25.0
74298,18.18,,28.57
74302,23.08,0.0,28.57
74305,100.0,0.0,17.39
74309,22.58,33.33,38.89
74311,,,33.33
74314,66.67,20.0,20.99
74337,,28.57,0.0
74342,,,0.0
74359,20.0,25.0,0.0
74366,,0.0,36.0
74389,0.0,0.0,40.54
74449,22.22,,0.0
74496,66.67,0.0,25.0
74585,12.5,,25.0
74619,100.0,,33.33
74694,100.0,50.0,100.0
74727,13.64,0.0,23.08
74757,49.67,31.25,44.79
74814,0.0,,40.0
74815,25.19,29.17,31.34
74819,17.86,40.0,30.0
74861,50.0,18.18,35.64
74865,0.0,20.0,25.0
74939,0.0,14.29,22.22
74980,,,0.0
75017,,20.0,5.56
75033,,,7.69
75103,,50.0,36.84
75126,,42.13,0.0
75129,22.22,0.0,22.22
75170,40.0,37.0,43.4
75192,0.0,0.0,20.0
75204,40.0,35.48,100.0
75224,25.0,100.0,0.0
75245,0.0,,26.92
75328,0.0,,20.75
75377,,,60.0
75500,20.54,0.0,0.0
75505,48.21,0.0,62.5
75525,29.5,23.81,37.9
75554,0.0,16.67,0.0
75594,27.78,0.0,0.0
75600,,,17.65
75642,40.17,0.0,40.24
75644,100.0,,12.5
75656,,,25.0
75658,28.24,12.5,0.0
75668,28.57,0.0,28.57
75694,40.0,10.0,7.14
75699,9.09,33.33,32.43
75701,25.0,0.0,0.0
75761,33.33,100.0,0.0
75793,,0.0,33.33
75801,66.67,100.0,31.08
75836,34.62,,0.0
75838,56.25,,42.86
75845,50.0,,0.0
75852,33.33,0.0,25.0
75889,16.67,11.11,66.67
75924,0.0,0.0,47.06
75946,41.38,,20.0
75956,50.0,,0.0
75963,6.67,,0.0
76037,12.0,,0.0
76048,0.0,,0.0
76056,19.23,40.0,15.38
76066,16.67,,0.0
76091,65.38,50.0,50.0
76116,29.17,0.0,0.0
76123,29.49,0.0,0.0
76137,0.0,,23.53
76173,14.29,,37.84
76209,38.3,,20.0
76217,56.29,44.44,77.78
76263,35.56,50.0,30.0
76302,11.11,0.0,18.18
76337,29.24,22.22,13.16
76349,0.0,0.0,0.0
76363,,,14.29
76368,,,0.0
76378,45.45,0.0,50.0
76381,0.0,,30.0
76392,0.0,0.0,28.13
76439,10.77,0.0,0.0
76456,25.83,33.33,17.39
76465,20.0,18.52,0.0
76486,0.0,,0.0
76512,46.67,,65.0
76514,,,40.0
76559,50.0,66.67,50.0
76564,28.75,0.0,31.25
76583,33.33,18.18,36.96
76590,33.33,,32.81
76664,20.0,0.0,42.86
76673,50.0,0.0,25.0
76682,,,0.0
76722,14.29,15.38,0.0
76734,0.0,100.0,25.0
76777,100.0,5.88,13.04
76778,,0.0,33.33
76799,,50.0,0.0
76832,13.73,0.0,27.27
76835,,22.22,0.0
76836,33.33,33.33,100.0
76852,,100.0,0.0
76859,15.28,0.0,0.0
76900,,33.33,45.45
76941,33.33,10.26,100.0
76969,,,28.57
76987,25.0,,25.0
77002,25.0,,14.29
77004,41.46,,33.33
77011,0.0,,26.32
77017,28.95,33.33,46.94
77040,18.42,33.33,0.0
77047,0.0,,57.14
77067,50.0,,65.0
77070,,,100.0
77074,38.46,50.0,39.13
77087,50.0,20.0,0.0
77090,39.6,25.0,25.0
77154,26.19,0.0,40.0
77184,0.0,22.73,50.0
77212,0.0,16.67,16.67
77222,,18.75,0.0
77244,,37.5,10.53
77278,,17.24,100.0
77301,50.0,,0.0
77335,65.88,46.15,100.0
77345,,,0.0
77393,0.0,,0.0
77409,0.0,42.53,47.06
77466,,,0.0
77501,50.0,,46.43
77507,31.42,16.0,9.09
77538,9.3,50.0,14.29
77542,33.33,0.0,25.0
77546,14.81,0.0,28.57
77567,0.0,50.0,35.71
77722,0.0,15.79,20.0
77775,33.33,,0.0
77779,40.74,30.73,60.0
77782,,,75.0
77804,0.0,25.64,37.5
77814,14.81,0.0,18.06
77821,,,0.0
77859,,,0.0
77867,0.0,,20.0
77914,28.48,0.0,0.0
77939,20.0,32.35,0.0
77972,,,0.0
78001,58.33,100.0,37.5
78054,0.0,16.67,33.33
78093,,,38.46
78101,36.84,,25.0
78162,32.46,0.0,33.33
78182,23.53,17.8,29.59
78244,0.0,,0.0
78246,41.07,100.0,23.53
78254,,,33.33
78255,,,0.0
78259,11.11,14.29,23.08
78279,,100.0,33.33
78297,,,0.0
78336,,33.33,10.0
78351,0.0,8.7,25.0
78374,33.33,33.33,25.0
78409,0.0,0.0,0.0
78436,0.0,,24.61
78437,,,0.0
78496,0.0,0.0,0.0
78534,26.62,0.0,0.0
78613,0.0,27.27,50.0
78639,0.0,100.0,46.88
78640,0.0,,8.33
78642,,,25.0
78685,12.5,0.0,21.05
78712,0.0,0.0,4.55
78716,25.0,18.18,25.0
78722,0.0,50.0,0.0
78738,0.0,,40.0
78743,,26.47,14.29
78782,0.0,0.0,50.0
78830,31.25,,0.0
78845,33.33,28.57,50.0
78928,,,0.0
78949,,,23.08
79061,51.85,41.67,52.17
79068,0.0,,34.88
79078,,,20.0
79101,0.0,,33.33
79129,47.62,,12.5
79152,24.32,,50.0
79207,,37.8,9.52
79225,,,36.36
79247,,33.33,50.63
79250,100.0,50.0,40.0
79267,,,0.0
79271,20.0,,50.0
79294,24.42,33.33,50.0
79332,,36.36,100.0
79354,100.0,0.0,53.06
79379,23.68,20.0,22.73
79419,50.0,,0.0
79455,0.0,25.0,0.0
79456,13.33,,22.22
79465,0.0,,0.0
79485,11.11,50.0,60.0
79566,14.29,16.67,0.0
79677,0.0,,23.53
79708,21.05,0.0,0.0
79737,10.87,0.0,11.11
79816,,,100.0
79835,5.56,0.0,40.0
79910,29.41,,33.33
79941,27.78,0.0,42.86
80002,33.33,0.0,0.0
80013,27.27,,0.0
80040,,,0.0
80066,33.33,,40.0
80075,0.0,26.79,44.44
80111,0.0,100.0,22.92
80112,17.65,0.0,38.46
80136,53.67,,0.0
80147,,,0.0
80209,0.0,,0.0
80243,0.0,45.45,14.29
80254,0.0,,33.33
80274,52.47,50.0,0.0
80353,,,0.0
80363,,,0.0
80368,21.05,50.0,50.0
80385,9.09,0.0,0.0
80389,,0.0,0.0
80425,0.0,54.55,24.14
80434,3.13,,0.0
80448,66.67,50.0,0.0
80449,30.43,9.09,50.0
80479,0.0,,4.35
80559,,,66.67
80566,37.5,,0.0
80572,50.98,39.29,42.86
80589,0.0,0.0,50.0
80601,48.57,,20.0
80617,0.0,33.33,50.0
80630,,0.0,51.61
80633,25.68,0.0,22.22
80636,100.0,0.0,23.08
80655,,,50.0
80670,28.57,,42.86
80701,14.63,14.04,0.0
80711,,24.0,0.0
80714,0.0,51.16,20.0
80720,,0.0,58.33
80754,,16.67,0.0
80761,,,42.86
80779,0.0,25.0,33.33
80836,,0.0,16.28
80840,,,0.0
80851,,,0.0
80860,0.0,0.0,15.07
80869,13.33,50.0,33.33
80894,16.67,40.0,0.0
80901,12.5,19.49,35.71
80907,0.0,0.0,0.0
80911,45.45,50.0,34.52
80932,,33.33,0.0
80941,15.79,0.0,25.0
80989,,100.0,100.0
81019,100.0,20.0,38.46
81053,45.61,0.0,47.73
81071,,20.69,20.0
81076,25.24,100.0,66.67
81106,33.33,,34.78
81108,100.0,50.0,0.0
81117,35.14,18.18,13.04
81179,23.4,34.21,34.62
81193,27.78,30.3,21.43
81205,75.0,100.0,44.26
81216,100.0,0.0,33.33
81255,25.0,50.0,0.0
81292,,0.0,22.22
81317,16.67,,20.0
81367,,24.39,0.0
81398,,40.0,0.0
81424,36.94,23.53,0.0
81444,33.33,20.0,0.0
81491,25.0,39.51,50.0
81508,0.0,,0.0
81520,14.29,11.48,5.56
81589,,,35.29
81595,32.14,0.0,0.0
81623,38.89,,100.0
81631,40.74,,100.0
81636,0.0,0.0,0.0
81660,,,0.0
81687,52.56,,50.0
81711,0.0,,21.43
81717,25.0,50.0,23.81
81723,,,57.14
81769,45.93,0.0,20.0
81785,,,30.77
81800,37.5,0.0,0.0
81804,50.0,0.0,66.67
81821,66.67,75.0,66.67
81892,5.56,0.0,25.0
81937,0.0,,35.0
81946,,28.57,38.46
82004,33.33,,42.5
82005,16.18,0.0,0.0
82017,18.18,0.0,0.0
82062,26.13,100.0,25.0
82118,24.39,17.9,28.57
82124,,,0.0
82187,40.47,31.58,50.0
82203,0.0,,42.65
82208,39.89,20.0,46.81
82262,,,0.0
82294,40.0,34.78,20.0
82303,,0.0,0.0
82320,31.43,36.36,0.0
82322,,,25.0
82330,,,38.46
82333,29.0,0.0,27.59
82344,0.0,37.7,0.0
82368,0.0,0.0,0.0
82447,0.0,0.0,100.0
82449,21.94,15.38,9.09
82460,0.0,,25.0
82511,28.92,26.16,31.48
82515,50.0,29.76,28.7
82541,0.0,,0.0
82548,100.0,,38.84
82559,18.18,21.82,0.0
82560,37.89,47.06,100.0
82586,38.58,9.09,34.09
82592,0.0,,50.0
82594,100.0,33.33,35.14
82595,28.57,,33.33
82599,0.0,100.0,36.59
82609,0.0,12.0,21.05
82660,13.04,50.0,0.0
82673,20.0,50.0,0.0
82686,32.98,25.0,12.12
82729,0.0,,66.67
82769,0.0,40.0,0.0
82788,38.46,59.86,0.0
82804,0.0,34.26,0.0
82865,0.0,23.63,33.33
82872,0.0,26.67,33.33
82880,,0.0,33.33
82921,33.33,,100.0
82952,,11.11,0.0
82961,0.0,,0.0
82976,,14.29,0.0
83047,,61.11,50.0
83075,0.0,27.27,100.0
83083,37.5,,100.0
83096,19.61,0.0,25.0
83100,,,0.0
83108,,66.67,0.0
83109,37.84,39.76,40.63
83119,33.33,4.76,0.0
83125,12.86,0.0,0.0
83132,,0.0,0.0
83144,25.0,100.0,57.14
83160,50.0,,0.0
83171,36.84,,0.0
83178,45.21,0.0,40.0
83247,18.92,0.0,9.09
83253,50.0,55.0,100.0
83304,,0.0,24.32
83308,,,100.0
83309,,,36.36
83381,37.93,,33.33
83404,100.0,0.0,100.0
83406,100.0,46.75,47.37
83418,0.0,33.33,100.0
83444,45.31,75.0,100.0
83446,0.0,26.32,38.46
83475,,0.0,0.0
83490,66.67,39.58,0.0
83491,50.0,0.0,44.44
83510,,,100.0
83528,23.08,,35.29
83605,30.77,45.45,18.18
83609,,,100.0
83632,,,0.0
83658,5.0,,0.0
83664,22.73,0.0,34.09
83667,53.33,0.0,47.62
83715,41.18,25.0,50.0
83729,42.11,100.0,50.0
83741,0.0,30.95,50.0
83761,,20.0,0.0
83769,,,100.0
83805,25.0,28.57,80.0
83806,41.18,,20.0
83809,33.33,0.0,28.5
83819,29.17,23.08,40.0
83871,0.0,9.09,16.67
83889,15.52,50.0,50.0
83897,,,20.0
83905,,,0.0
83916,,,0.0
83924,100.0,,32.0
83938,0.0,,0.0
83952,16.67,0.0,0.0
84018,,,25.0
84042,0.0,,58.57
84043,0.0,25.0,20.0
84088,26.67,0.0,0.0
84118,0.0,12.5,100.0
84128,,50.0,20.0
84131,100.0,12.5,7.14
84167,22.73,0.0,66.67
84178,40.0,,48.0
84190,40.0,0.0,27.27
84196,,0.0,0.0
84201,,,7.14
84206,30.95,11.11,22.22
84216,25.0,,40.0
84236,46.15,,12.5
84237,0.0,4.35,42.86
84270,57.14,33.33,0.0
84274,33.33,,0.0
84292,0.0,,43.75
84325,,,0.0
84328,0.0,33.33,42.11
84378,0.0,39.17,0.0
84380,0.0,0.0,22.22
84395,27.2,0.0,48.72
84398,,,0.0
84416,50.0,50.0,25.0
84424,18.18,0.0,0.0
84433,,,0.0
84473,0.0,,22.73
84478,14.29,40.0,46.15
84507,37.39,0.0,0.0
84513,,0.0,0.0
84535,20.0,,0.0
84538,100.0,50.0,66.67
84539,13.89,100.0,0.0
84619,0.0,11.43,38.46
84631,,,76.47
84651,37.17,25.73,41.65
84685,50.0,,0.0
84728,,45.45,100.0
84745,0.0,,37.5
84750,30.43,,21.43
84762,0.0,,25.0
84791,21.43,,38.46
84852,23.08,0.0,14.29
84873,26.67,66.67,0.0
84880,0.0,,100.0
84889,0.0,60.71,66.67
85095,0.0,0.0,0.0
85125,,,48.0
85140,20.0,33.33,14.29
85170,18.18,17.5,7.14
85215,29.79,0.0,16.33
85287,25.0,25.0,33.33
85306,33.33,26.9,66.67
85309,100.0,0.0,26.19
85341,,,57.14
85348,0.0,20.0,25.0
85360,,,0.0
85371,29.98,31.03,16.67
85381,0.0,13.33,0.0
85385,,,29.41
85443,,,0.0
85461,,,33.33
85472,,20.0,33.33
85514,0.0,0.0,0.0
85582,,,50.0
85597,21.46,10.0,12.5
85616,,,0.0
85661,11.11,0.0,0.0
85688,,,0.0
85733,16.33,,100.0
85737,0.0,0.0,20.0
85763,,0.0,0.0
85776,,18.18,0.0
85785,67.16,16.67,26.67
85800,,,0.0
85802,20.0,,0.0
85815,0.0,,60.0
85821,16.67,15.87,27.27
85863,,42.31,0.0
85882,100.0,100.0,36.67
85905,0.0,100.0,10.0
85930,,,54.55
85931,13.64,20.37,11.11
85940,21.43,0.0,41.67
85950,100.0,53.57,100.0
85977,,,62.5
86015,,,0.0
86018,,,33.33
86024,,,33.33
86060,21.88,0.0,25.0
86072,0.0,,36.75
86080,,0.0,0.0
86143,29.87,0.0,0.0
86154,12.5,40.0,33.33
86171,100.0,,33.33
86191,22.39,100.0,33.33
86218,0.0,,12.5
86235,0.0,,18.18
86240,,,0.0
86244,100.0,,20.0
86259,13.04,20.0,0.0
86263,0.0,,0.0
86288,0.0,,45.45
86295,0.0,,18.18
86296,25.64,50.0,17.65
86298,,,55.56
86388,19.23,9.09,33.33
86404,,23.68,0.0
86411,21.28,,0.0
86421,15.22,0.0,20.63
86432,0.0,,28.57
86436,,,0.0
86452,18.07,50.0,11.11
86454,10.0,,45.45
86463,0.0,22.5,21.57
86473,23.91,5.56,6.67
86483,13.33,,23.53
86485,,55.0,50.0
86515,0.0,22.68,0.0
86524,9.09,,0.0
86592,,,33.33
86604,28.57,18.84,33.33
86611,25.15,28.57,11.11
86622,0.0,40.0,25.0
86646,43.43,,50.0
86683,23.08,0.0,40.0
86751,16.67,12.0,7.69
86809,0.0,40.0,38.1
86837,0.0,23.08,0.0
86845,100.0,33.33,100.0
86860,34.56,30.0,29.17
86871,,33.33,100.0
86906,50.0,33.33,40.0
86913,12.5,0.0,9.09
86924,50.0,,0.0
86932,,14.29,0.0
86937,,0.0,36.17
86967,0.0,0.0,100.0
86989,22.22,21.57,20.0
87002,100.0,50.0,0.0
87015,31.25,25.0,44.18
87043,35.71,,9.38
87053,30.31,0.0,34.62
87056,,0.0,19.05
87079,11.76,,33.33
87152,,,50.0
87170,,,19.15
87189,55.56,50.0,39.29
87191,,16.67,100.0
87197,12.5,27.98,28.57
87206,13.33,10.11,7.69
87207,,,33.33
87234,66.67,20.0,100.0
87238,,,0.0
87298,,0.0,50.0
87399,41.75,0.0,56.25
87407,,0.0,34.69
87416,34.38,0.0,27.27
87427,53.56,50.0,0.0
87429,,,0.0
87454,33.33,,40.0
87464,38.89,22.22,37.5
87475,10.53,,0.0
87520,100.0,,19.05
87583,,,0.0
87584,,7.69,50.0
87596,,,42.86
87616,21.62,50.0,28.57
87629,0.0,,42.86
87698,48.14,30.0,42.86
87699,,33.33,100.0
87739,100.0,0.0,27.71
87750,0.0,,16.67
87796,23.25,40.0,23.81
87825,45.65,40.0,33.33
87834,31.25,,0.0
87858,,,100.0
87912,28.57,,0.0
87918,,0.0,66.67
87942,,12.5,13.33
87956,9.62,0.0,4.76
87971,0.0,100.0,33.33
87972,,0.0,53.33
87973,0.0,10.0,0.0
87979,,21.88,50.0
87987,,11.11,0.0
87990,,0.0,0.0
88001,,0.0,100.0
88002,50.0,33.33,0.0
88032,0.0,0.0,0.0
88053,42.5,0.0,57.14
88054,,,0.0
88066,31.31,25.0,0.0
88069,25.0,,16.67
88070,,0.0,14.29
88092,12.5,,20.83
88096,14.29,,0.0
88097,,,27.27
88111,,50.0,0.0
88122,20.0,25.71,50.0
88173,30.36,0.0,0.0
88195,36.36,,50.0
88198,,20.0,0.0
88204,25.0,0.0,15.63
88230,27.78,,0.0
88252,0.0,7.14,0.0
88310,,,24.24
88313,33.33,3.85,0.0
88340,30.19,33.33,0.0
88358,18.75,25.0,23.81
88373,26.09,0.0,22.22
88374,54.08,,66.67
88383,16.67,10.64,16.67
88396,29.41,0.0,25.0
88404,,66.67,27.27
88409,15.38,25.0,0.0
88411,,0.0,33.33
88442,27.27,28.72,22.22
88461,0.0,,0.0
88485,50.0,36.36,100.0
88487,,,71.43
88513,26.23,0.0,40.0
88558,33.76,25.0,32.39
88597,,100.0,0.0
88631,10.0,,0.0
88646,0.0,20.0,0.0
88656,47.7,29.51,43.75
88662,44.44,,39.24
88672,33.61,,50.0
88696,0.0,,0.0
88702,25.0,0.0,0.0
88709,40.0,,50.0
88732,10.53,25.0,36.92
88747,0.0,,0.0
88760,0.0,11.11,33.33
88813,,0.0,100.0
88831,29.41,,0.0
88847,25.0,50.0,0.0
88851,20.0,0.0,0.0
88854,,,0.0
88894,33.33,0.0,66.67
88896,36.9,0.0,37.5
88898,,,0.0
88905,100.0,0.0,50.0
88932,31.39,,42.12
89021,,,0.0
89075,24.62,0.0,33.33
89101,25.0,50.0,0.0
89180,0.0,0.0,0.0
89182,,,9.52
89208,,0.0,0.0
89218,,50.0,0.0
89233,30.0,0.0,0.0
89253,0.0,0.0,50.0
89263,27.59,,0.0
89266,3.85,26.17,13.33
89299,6.25,14.29,0.0
89303,,,33.33
89334,,0.0,33.33
89339,0.0,10.0,33.33
89373,0.0,0.0,21.43
89391,50.0,27.46,15.63
89397,,33.33,50.0
89435,0.0,42.86,0.0
89482,,,100.0
89484,,,43.9
89496,0.0,5.88,14.29
89535,,33.33,100.0
89556,24.4,10.0,8.33
89574,,,100.0
89586,24.59,0.0,100.0
89594,50.0,,0.0
89605,0.0,,100.0
89628,35.19,33.33,20.0
89744,,,0.0
89752,,,0.0
89761,0.0,0.0,7.5
89766,40.0,42.86,46.75
89769,0.0,29.73,50.0
89771,0.0,42.86,44.44
89806,50.0,49.38,41.67
89818,,28.57,33.33
89989,18.75,21.62,32.56
90002,33.33,50.0,100.0
90011,30.12,0.0,19.15
90025,,0.0,41.67
90042,,23.08,100.0
90081,63.86,,20.0
90096,0.0,18.18,0.0
90123,,0.0,16.67
90155,,46.67,66.67
90165,14.29,,0.0
90203,20.0,34.78,66.67
90208,33.33,,0.0
90227,11.11,,25.0
90236,34.78,31.25,0.0
90287,14.81,0.0,100.0
90308,,66.67,0.0
90313,0.0,27.27,22.22
90322,20.0,25.93,50.0
90328,31.58,,0.0
90457,43.28,,50.0
90476,33.33,,33.33
90511,,15.38,34.58
90527,16.67,13.04,48.28
90559,25.0,0.0,0.0
90566,0.0,37.08,33.33
90573,0.0,15.56,25.0
90577,0.0,,50.0
90580,,0.0,0.0
90608,45.65,50.0,0.0
90613,,,38.71
90647,100.0,33.33,50.0
90648,0.0,7.69,23.81
90674,37.84,0.0,5.88
90678,25.16,,38.92
90685,,100.0,0.0
90689,30.0,,0.0
90690,45.65,,100.0
90691,0.0,0.0,24.39
90723,50.0,55.56,70.0
90741,,100.0,35.71
90742,17.92,0.0,33.33
90777,,0.0,0.0
90800,61.54,,100.0
90801,100.0,37.5,28.57
90826,,0.0,40.0
90835,50.0,0.0,50.0
90848,75.0,37.02,44.0
90859,20.93,,50.0
90874,0.0,19.05,12.5
90890,7.41,,0.0
90895,29.63,100.0,50.0
90899,,100.0,31.25
90927,0.0,,25.0
90998,31.82,22.22,100.0
91127,,0.0,0.0
91128,21.57,0.0,0.0
91130,,,47.59
91158,,100.0,0.0
91189,50.0,,59.38
91277,,26.32,25.0
91299,49.71,58.33,0.0
91303,33.33,0.0,0.0
91358,,100.0,33.33
91365,,,11.11
91403,19.05,14.29,33.33
91414,12.5,0.0,0.0
91447,,,0.0
91492,33.33,0.0,60.0
91497,,20.0,100.0
91610,0.0,0.0,20.0
91612,0.0,0.0,15.38
91632,0.0,,100.0
91671,41.96,15.38,33.33
91687,50.0,,60.0
91696,27.27,50.0,13.33
91756,31.82,0.0,0.0
91768,,,45.45
91769,11.11,0.0,25.0
91813,14.29,0.0,32.0
91814,16.67,,50.0
91822,,75.0,100.0
91830,,,50.0
91857,13.33,0.0,26.67
91914,42.86,0.0,37.65
91962,0.0,,0.0
91970,,,0.0
92048,0.0,0.0,31.43
92096,,,25.0
92166,33.33,,16.67
92213,0.0,0.0,0.0
92238,0.0,,0.0
92313,25.0,25.0,40.43
92315,,100.0,32.21
92359,50.0,50.0,37.5
92371,34.85,,0.0
92389,37.5,,28.57
92414,34.15,0.0,28.89
92444,,,0.0
92446,25.0,33.33,27.27
92448,0.0,25.0,25.0
92493,0.0,30.43,48.94
92516,0.0,53.85,40.0
92526,61.54,,0.0
92529,,100.0,0.0
92584,0.0,,0.0
92587,25.0,33.33,0.0
92602,11.11,15.38,11.11
92606,37.5,50.0,43.75
92743,0.0,,0.0
92764,,42.59,0.0
92789,21.05,0.0,66.67
92813,0.0,28.57,0.0
92854,,33.33,0.0
92874,,,100.0
92932,0.0,0.0,0.0
92937,0.0,28.57,12.5
93004,0.0,0.0,0.0
93026,,,10.0
